run,document,registration_status,registration_reason,scope,field_or_line,engine,role,attempt_order,result,reason,value,claim_disposition,total_charge_disp,total_charge_value,gap_classes,service_line_charges,router_reason
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.006,OK,,field,insured_id_number,paddleocr,primary,1,SUCCESS,OBSERVED,967140950,HITL,ESCALATE,297.00,LINE_SUM_UNCORROBORATED,2,POLICY_SATISFIED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.006,OK,,field,patient_name,paddleocr,primary,1,SUCCESS,OBSERVED,RENTER. ROVINSKI,HITL,ESCALATE,297.00,LINE_SUM_UNCORROBORATED,2,POLICY_SATISFIED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.006,OK,,field,patient_name,rapidocr,confirmation,2,SUCCESS,OBSERVED,RENTER ROVINSKI,HITL,ESCALATE,297.00,LINE_SUM_UNCORROBORATED,2,POLICY_SATISFIED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.006,OK,,field,patient_dob,paddleocr,primary,1,EMPTY_OBSERVED,OBSERVED,,HITL,ESCALATE,297.00,LINE_SUM_UNCORROBORATED,2,POLICY_SATISFIED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.006,OK,,field,patient_dob,rapidocr,confirmation,2,SUCCESS,OBSERVED,01/19/1960,HITL,ESCALATE,297.00,LINE_SUM_UNCORROBORATED,2,POLICY_SATISFIED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.006,OK,,field,insured_name,paddleocr,primary,1,SUCCESS,OBSERVED,RENTER ROVINSKI,HITL,ESCALATE,297.00,LINE_SUM_UNCORROBORATED,2,POLICY_SATISFIED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.006,OK,,field,total_charge,tesseract_digits,fill_fallback,1,ATTEMPTED,PSM_8,,HITL,ESCALATE,297.00,LINE_SUM_UNCORROBORATED,2,CHARGE_DIGITS_FAST|EXHAUSTED|CHARGE_PADDLE_AFTER_EMPTY
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.006,OK,,field,total_charge,paddleocr,confirmation,2,EMPTY_OBSERVED,OBSERVED,,HITL,ESCALATE,297.00,LINE_SUM_UNCORROBORATED,2,CHARGE_DIGITS_FAST|EXHAUSTED|CHARGE_PADDLE_AFTER_EMPTY
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.006,OK,,field,total_charge,rapidocr,fallback,3,EMPTY_OBSERVED,OBSERVED,,HITL,ESCALATE,297.00,LINE_SUM_UNCORROBORATED,2,CHARGE_DIGITS_FAST|EXHAUSTED|CHARGE_PADDLE_AFTER_EMPTY
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.006,OK,,field,total_charge,paddleocr,fallback,4,EMPTY_OBSERVED,OBSERVED,,HITL,ESCALATE,297.00,LINE_SUM_UNCORROBORATED,2,CHARGE_DIGITS_FAST|EXHAUSTED|CHARGE_PADDLE_AFTER_EMPTY
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.006,OK,,field,total_charge,tesseract_digits,fill_fallback,5,ATTEMPTED,PSM_8,,HITL,ESCALATE,297.00,LINE_SUM_UNCORROBORATED,2,CHARGE_DIGITS_FAST|EXHAUSTED|CHARGE_PADDLE_AFTER_EMPTY
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.006,OK,,field,total_charge,azure_gpt4o_crop,residual_model,6,ABSTAIN_OR_EMPTY,GPT4O_ABSTAIN,,HITL,ESCALATE,297.00,LINE_SUM_UNCORROBORATED,2,CHARGE_DIGITS_FAST|EXHAUSTED|CHARGE_PADDLE_AFTER_EMPTY
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.006,OK,,service_line,service_line_1,azure_gpt4o_crop,residual_model,1,SUCCESS,GPT4O_SHAPED,27.00,HITL,ESCALATE,297.00,LINE_SUM_UNCORROBORATED,2,EMPTY_FINANCE_GPT4O:GPT4O_SHAPED|POLICY_SATISFIED|EMPTY_FINANCE_GPT4O_SWEEP
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.006,OK,,service_line,service_line_1,paddleocr,confirmation,2,EMPTY_OBSERVED,OBSERVED,,HITL,ESCALATE,297.00,LINE_SUM_UNCORROBORATED,2,EMPTY_FINANCE_GPT4O:GPT4O_SHAPED|POLICY_SATISFIED|EMPTY_FINANCE_GPT4O_SWEEP
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.006,OK,,service_line,service_line_1,rapidocr,fallback,3,EMPTY_OBSERVED,OBSERVED,,HITL,ESCALATE,297.00,LINE_SUM_UNCORROBORATED,2,EMPTY_FINANCE_GPT4O:GPT4O_SHAPED|POLICY_SATISFIED|EMPTY_FINANCE_GPT4O_SWEEP
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.006,OK,,service_line,service_line_1,paddleocr,fallback,4,EMPTY_OBSERVED,OBSERVED,,HITL,ESCALATE,297.00,LINE_SUM_UNCORROBORATED,2,EMPTY_FINANCE_GPT4O:GPT4O_SHAPED|POLICY_SATISFIED|EMPTY_FINANCE_GPT4O_SWEEP
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.006,OK,,service_line,service_line_1,tesseract_digits,fill_fallback,5,ATTEMPTED,PSM_8,,HITL,ESCALATE,297.00,LINE_SUM_UNCORROBORATED,2,EMPTY_FINANCE_GPT4O:GPT4O_SHAPED|POLICY_SATISFIED|EMPTY_FINANCE_GPT4O_SWEEP
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.006,OK,,service_line,service_line_2,azure_gpt4o_crop,residual_model,1,SUCCESS,GPT4O_EXPANDED_CHARGE_SHAPED,270.00,HITL,ESCALATE,297.00,LINE_SUM_UNCORROBORATED,2,EMPTY_FINANCE_GPT4O:GPT4O_EXPANDED_CHARGE_SHAPED|EXHAUSTED|EMPTY_FINANCE_GPT4O_SWEEP
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.006,OK,,service_line,service_line_2,paddleocr,confirmation,2,EMPTY_OBSERVED,OBSERVED,,HITL,ESCALATE,297.00,LINE_SUM_UNCORROBORATED,2,EMPTY_FINANCE_GPT4O:GPT4O_EXPANDED_CHARGE_SHAPED|EXHAUSTED|EMPTY_FINANCE_GPT4O_SWEEP
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.006,OK,,service_line,service_line_2,rapidocr,fallback,3,EMPTY_OBSERVED,OBSERVED,,HITL,ESCALATE,297.00,LINE_SUM_UNCORROBORATED,2,EMPTY_FINANCE_GPT4O:GPT4O_EXPANDED_CHARGE_SHAPED|EXHAUSTED|EMPTY_FINANCE_GPT4O_SWEEP
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.006,OK,,service_line,service_line_2,paddleocr,fallback,4,EMPTY_OBSERVED,OBSERVED,,HITL,ESCALATE,297.00,LINE_SUM_UNCORROBORATED,2,EMPTY_FINANCE_GPT4O:GPT4O_EXPANDED_CHARGE_SHAPED|EXHAUSTED|EMPTY_FINANCE_GPT4O_SWEEP
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.006,OK,,service_line,service_line_2,tesseract_digits,fill_fallback,5,ATTEMPTED,PSM_8,,HITL,ESCALATE,297.00,LINE_SUM_UNCORROBORATED,2,EMPTY_FINANCE_GPT4O:GPT4O_EXPANDED_CHARGE_SHAPED|EXHAUSTED|EMPTY_FINANCE_GPT4O_SWEEP
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.013,OK,,field,insured_id_number,paddleocr,primary,1,SUCCESS,OBSERVED,908420220,TRUE_STP,AUTO_ACCEPTED,11.00,,1,POLICY_SATISFIED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.013,OK,,field,patient_name,paddleocr,primary,1,SUCCESS,OBSERVED,POPE. LINDA,TRUE_STP,AUTO_ACCEPTED,11.00,,1,POLICY_SATISFIED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.013,OK,,field,patient_name,rapidocr,confirmation,2,SUCCESS,OBSERVED,"POPE, LINDA",TRUE_STP,AUTO_ACCEPTED,11.00,,1,POLICY_SATISFIED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.013,OK,,field,patient_dob,tesseract_digits,fill_fallback,1,ATTEMPTED,PSM_8,,TRUE_STP,AUTO_ACCEPTED,11.00,,1,DOB_CELLS_ASSEMBLED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.013,OK,,field,patient_dob,paddleocr,confirmation,2,EMPTY_OBSERVED,OBSERVED,,TRUE_STP,AUTO_ACCEPTED,11.00,,1,DOB_CELLS_ASSEMBLED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.013,OK,,field,patient_dob,rapidocr,fallback,3,EMPTY_OBSERVED,OBSERVED,,TRUE_STP,AUTO_ACCEPTED,11.00,,1,DOB_CELLS_ASSEMBLED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.013,OK,,field,patient_dob,tesseract_digits,fill_fallback,4,ATTEMPTED,PSM_8,,TRUE_STP,AUTO_ACCEPTED,11.00,,1,DOB_CELLS_ASSEMBLED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.013,OK,,field,patient_dob,tesseract_digits,fill_fallback,5,ATTEMPTED,PSM_8,,TRUE_STP,AUTO_ACCEPTED,11.00,,1,DOB_CELLS_ASSEMBLED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.013,OK,,field,patient_dob,paddleocr,fallback,6,EMPTY_OBSERVED,OBSERVED,,TRUE_STP,AUTO_ACCEPTED,11.00,,1,DOB_CELLS_ASSEMBLED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.013,OK,,field,patient_dob,rapidocr,fallback,7,EMPTY_OBSERVED,OBSERVED,,TRUE_STP,AUTO_ACCEPTED,11.00,,1,DOB_CELLS_ASSEMBLED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.013,OK,,field,patient_dob,tesseract,fill_fallback,8,SUCCESS,OBSERVED,03/02/1949,TRUE_STP,AUTO_ACCEPTED,11.00,,1,DOB_CELLS_ASSEMBLED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.013,OK,,field,insured_name,paddleocr,primary,1,SUCCESS,OBSERVED,POPE. LINDA,TRUE_STP,AUTO_ACCEPTED,11.00,,1,POLICY_SATISFIED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.013,OK,,field,total_charge,tesseract_digits,fill_fallback,1,ATTEMPTED,PSM_8,,TRUE_STP,AUTO_ACCEPTED,11.00,,1,CHARGE_DIGITS_FAST|POLICY_SATISFIED|CHARGE_PADDLE_AFTER_EMPTY
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.013,OK,,field,total_charge,paddleocr,confirmation,2,EMPTY_OBSERVED,OBSERVED,,TRUE_STP,AUTO_ACCEPTED,11.00,,1,CHARGE_DIGITS_FAST|POLICY_SATISFIED|CHARGE_PADDLE_AFTER_EMPTY
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.013,OK,,field,total_charge,rapidocr,fallback,3,EMPTY_OBSERVED,OBSERVED,,TRUE_STP,AUTO_ACCEPTED,11.00,,1,CHARGE_DIGITS_FAST|POLICY_SATISFIED|CHARGE_PADDLE_AFTER_EMPTY
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.013,OK,,field,total_charge,paddleocr,fallback,4,EMPTY_OBSERVED,OBSERVED,,TRUE_STP,AUTO_ACCEPTED,11.00,,1,CHARGE_DIGITS_FAST|POLICY_SATISFIED|CHARGE_PADDLE_AFTER_EMPTY
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.013,OK,,field,total_charge,tesseract_digits,fill_fallback,5,ATTEMPTED,PSM_8,,TRUE_STP,AUTO_ACCEPTED,11.00,,1,CHARGE_DIGITS_FAST|POLICY_SATISFIED|CHARGE_PADDLE_AFTER_EMPTY
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.013,OK,,field,total_charge,azure_gpt4o_crop,residual_model,6,ABSTAIN_OR_EMPTY,GPT4O_ABSTAIN,,TRUE_STP,AUTO_ACCEPTED,11.00,,1,CHARGE_DIGITS_FAST|POLICY_SATISFIED|CHARGE_PADDLE_AFTER_EMPTY
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.013,OK,,service_line,service_line_1,paddleocr,primary,1,EMPTY_OBSERVED,OBSERVED,,TRUE_STP,AUTO_ACCEPTED,11.00,,1,POLICY_SATISFIED|GPT4O_SHAPED_ACCEPTED|CHARGE_GPT4O_CORROBORATED|SERVICE_LINE_FALLBACK
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.013,OK,,service_line,service_line_1,rapidocr,confirmation,2,SUCCESS,OBSERVED,11.00,TRUE_STP,AUTO_ACCEPTED,11.00,,1,POLICY_SATISFIED|GPT4O_SHAPED_ACCEPTED|CHARGE_GPT4O_CORROBORATED|SERVICE_LINE_FALLBACK
hackathon_empty_finance_gpt_smoke,Group A/M048DJJF.013,OK,,service_line,service_line_1,azure_gpt4o_crop,residual_model,3,SUCCESS,GPT4O_SHAPED_ACCEPTED,11.00,TRUE_STP,AUTO_ACCEPTED,11.00,,1,POLICY_SATISFIED|GPT4O_SHAPED_ACCEPTED|CHARGE_GPT4O_CORROBORATED|SERVICE_LINE_FALLBACK
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.009,OK,,field,insured_id_number,paddleocr,primary,1,SUCCESS,OBSERVED,58985812900,TRUE_STP,AUTO_ACCEPTED,11.00,,1,POLICY_SATISFIED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.009,OK,,field,patient_name,paddleocr,primary,1,SUCCESS,OBSERVED,ORR JAMES,TRUE_STP,AUTO_ACCEPTED,11.00,,1,POLICY_SATISFIED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.009,OK,,field,patient_name,rapidocr,confirmation,2,SUCCESS,OBSERVED,"ORR, JAMES",TRUE_STP,AUTO_ACCEPTED,11.00,,1,POLICY_SATISFIED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.009,OK,,field,patient_dob,tesseract_digits,fill_fallback,1,ATTEMPTED,PSM_8,,TRUE_STP,AUTO_ACCEPTED,11.00,,1,DOB_CELLS_ASSEMBLED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.009,OK,,field,patient_dob,tesseract_digits,fill_fallback,2,ATTEMPTED,PSM_8,,TRUE_STP,AUTO_ACCEPTED,11.00,,1,DOB_CELLS_ASSEMBLED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.009,OK,,field,patient_dob,tesseract_digits,fill_fallback,3,ATTEMPTED,PSM_8,,TRUE_STP,AUTO_ACCEPTED,11.00,,1,DOB_CELLS_ASSEMBLED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.009,OK,,field,patient_dob,paddleocr,fallback,4,EMPTY_OBSERVED,OBSERVED,,TRUE_STP,AUTO_ACCEPTED,11.00,,1,DOB_CELLS_ASSEMBLED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.009,OK,,field,patient_dob,rapidocr,fallback,5,EMPTY_OBSERVED,OBSERVED,,TRUE_STP,AUTO_ACCEPTED,11.00,,1,DOB_CELLS_ASSEMBLED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.009,OK,,field,patient_dob,tesseract,fill_fallback,6,SUCCESS,OBSERVED,01/07/1996,TRUE_STP,AUTO_ACCEPTED,11.00,,1,DOB_CELLS_ASSEMBLED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.009,OK,,field,insured_name,paddleocr,primary,1,SUCCESS,OBSERVED,ORR.JAMES,TRUE_STP,AUTO_ACCEPTED,11.00,,1,POLICY_SATISFIED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.009,OK,,field,total_charge,tesseract_digits,fill_fallback,1,ATTEMPTED,PSM_8,,TRUE_STP,AUTO_ACCEPTED,11.00,,1,CHARGE_DIGITS_FAST|EXHAUSTED|CHARGE_PADDLE_AFTER_EMPTY
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.009,OK,,field,total_charge,paddleocr,confirmation,2,EMPTY_OBSERVED,OBSERVED,,TRUE_STP,AUTO_ACCEPTED,11.00,,1,CHARGE_DIGITS_FAST|EXHAUSTED|CHARGE_PADDLE_AFTER_EMPTY
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.009,OK,,field,total_charge,rapidocr,fallback,3,EMPTY_OBSERVED,OBSERVED,,TRUE_STP,AUTO_ACCEPTED,11.00,,1,CHARGE_DIGITS_FAST|EXHAUSTED|CHARGE_PADDLE_AFTER_EMPTY
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.009,OK,,field,total_charge,paddleocr,fallback,4,EMPTY_OBSERVED,OBSERVED,,TRUE_STP,AUTO_ACCEPTED,11.00,,1,CHARGE_DIGITS_FAST|EXHAUSTED|CHARGE_PADDLE_AFTER_EMPTY
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.009,OK,,field,total_charge,tesseract_digits,fill_fallback,5,ATTEMPTED,PSM_8,,TRUE_STP,AUTO_ACCEPTED,11.00,,1,CHARGE_DIGITS_FAST|EXHAUSTED|CHARGE_PADDLE_AFTER_EMPTY
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.009,OK,,field,total_charge,azure_gpt4o_crop,residual_model,6,ABSTAIN_OR_EMPTY,GPT4O_ABSTAIN,,TRUE_STP,AUTO_ACCEPTED,11.00,,1,CHARGE_DIGITS_FAST|EXHAUSTED|CHARGE_PADDLE_AFTER_EMPTY
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.009,OK,,service_line,service_line_4,paddleocr,primary,1,EMPTY_OBSERVED,OBSERVED,,TRUE_STP,AUTO_ACCEPTED,11.00,,1,POLICY_SATISFIED|GPT4O_SHAPED_ACCEPTED|CHARGE_GPT4O_CORROBORATED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.009,OK,,service_line,service_line_4,rapidocr,confirmation,2,SUCCESS,OBSERVED,11.00,TRUE_STP,AUTO_ACCEPTED,11.00,,1,POLICY_SATISFIED|GPT4O_SHAPED_ACCEPTED|CHARGE_GPT4O_CORROBORATED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.009,OK,,service_line,service_line_4,tesseract_digits,fill_fallback,3,ATTEMPTED,PSM_8,,TRUE_STP,AUTO_ACCEPTED,11.00,,1,POLICY_SATISFIED|GPT4O_SHAPED_ACCEPTED|CHARGE_GPT4O_CORROBORATED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.009,OK,,service_line,service_line_4,azure_gpt4o_crop,residual_model,4,SUCCESS,GPT4O_SHAPED_ACCEPTED,11.00,TRUE_STP,AUTO_ACCEPTED,11.00,,1,POLICY_SATISFIED|GPT4O_SHAPED_ACCEPTED|CHARGE_GPT4O_CORROBORATED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.028,OK,,field,insured_id_number,paddleocr,primary,1,SUCCESS,OBSERVED,952258035,HITL,ESCALATE,600.00,LINE_SUM_UNCORROBORATED,3,POLICY_SATISFIED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.028,OK,,field,patient_name,paddleocr,primary,1,SUCCESS,OBSERVED,POHLEN JOYCE,HITL,ESCALATE,600.00,LINE_SUM_UNCORROBORATED,3,POLICY_SATISFIED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.028,OK,,field,patient_name,rapidocr,confirmation,2,SUCCESS,OBSERVED,POHLEN JOYCE,HITL,ESCALATE,600.00,LINE_SUM_UNCORROBORATED,3,POLICY_SATISFIED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.028,OK,,field,patient_dob,tesseract_digits,fill_fallback,1,ATTEMPTED,PSM_8,,HITL,ESCALATE,600.00,LINE_SUM_UNCORROBORATED,3,DOB_CELLS_ASSEMBLED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.028,OK,,field,patient_dob,tesseract_digits,fill_fallback,2,ATTEMPTED,PSM_8,,HITL,ESCALATE,600.00,LINE_SUM_UNCORROBORATED,3,DOB_CELLS_ASSEMBLED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.028,OK,,field,patient_dob,paddleocr,fallback,3,EMPTY_OBSERVED,OBSERVED,,HITL,ESCALATE,600.00,LINE_SUM_UNCORROBORATED,3,DOB_CELLS_ASSEMBLED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.028,OK,,field,patient_dob,rapidocr,fallback,4,EMPTY_OBSERVED,OBSERVED,,HITL,ESCALATE,600.00,LINE_SUM_UNCORROBORATED,3,DOB_CELLS_ASSEMBLED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.028,OK,,field,patient_dob,tesseract,fill_fallback,5,SUCCESS,OBSERVED,02/01/1990,HITL,ESCALATE,600.00,LINE_SUM_UNCORROBORATED,3,DOB_CELLS_ASSEMBLED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.028,OK,,field,patient_dob,tesseract_digits,fill_fallback,6,ATTEMPTED,PSM_8,,HITL,ESCALATE,600.00,LINE_SUM_UNCORROBORATED,3,DOB_CELLS_ASSEMBLED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.028,OK,,field,patient_dob,paddleocr,fallback,7,EMPTY_OBSERVED,OBSERVED,,HITL,ESCALATE,600.00,LINE_SUM_UNCORROBORATED,3,DOB_CELLS_ASSEMBLED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.028,OK,,field,patient_dob,rapidocr,fallback,8,EMPTY_OBSERVED,OBSERVED,,HITL,ESCALATE,600.00,LINE_SUM_UNCORROBORATED,3,DOB_CELLS_ASSEMBLED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.028,OK,,field,patient_dob,tesseract,fill_fallback,9,SUCCESS,OBSERVED,02/01/1990,HITL,ESCALATE,600.00,LINE_SUM_UNCORROBORATED,3,DOB_CELLS_ASSEMBLED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.028,OK,,field,insured_name,paddleocr,primary,1,SUCCESS,OBSERVED,POHLEN JOYCE,HITL,ESCALATE,600.00,LINE_SUM_UNCORROBORATED,3,POLICY_SATISFIED
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.028,OK,,field,total_charge,tesseract_digits,fill_fallback,1,ATTEMPTED,PSM_8,,HITL,ESCALATE,600.00,LINE_SUM_UNCORROBORATED,3,CHARGE_DIGITS_FAST|POLICY_SATISFIED|CHARGE_PADDLE_AFTER_EMPTY
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.028,OK,,field,total_charge,paddleocr,confirmation,2,EMPTY_OBSERVED,OBSERVED,,HITL,ESCALATE,600.00,LINE_SUM_UNCORROBORATED,3,CHARGE_DIGITS_FAST|POLICY_SATISFIED|CHARGE_PADDLE_AFTER_EMPTY
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.028,OK,,field,total_charge,rapidocr,fallback,3,EMPTY_OBSERVED,OBSERVED,,HITL,ESCALATE,600.00,LINE_SUM_UNCORROBORATED,3,CHARGE_DIGITS_FAST|POLICY_SATISFIED|CHARGE_PADDLE_AFTER_EMPTY
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.028,OK,,field,total_charge,paddleocr,fallback,4,EMPTY_OBSERVED,OBSERVED,,HITL,ESCALATE,600.00,LINE_SUM_UNCORROBORATED,3,CHARGE_DIGITS_FAST|POLICY_SATISFIED|CHARGE_PADDLE_AFTER_EMPTY
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.028,OK,,field,total_charge,tesseract_digits,fill_fallback,5,ATTEMPTED,PSM_8,,HITL,ESCALATE,600.00,LINE_SUM_UNCORROBORATED,3,CHARGE_DIGITS_FAST|POLICY_SATISFIED|CHARGE_PADDLE_AFTER_EMPTY
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.028,OK,,field,total_charge,azure_gpt4o_crop,residual_model,6,ABSTAIN_OR_EMPTY,GPT4O_ABSTAIN,,HITL,ESCALATE,600.00,LINE_SUM_UNCORROBORATED,3,CHARGE_DIGITS_FAST|POLICY_SATISFIED|CHARGE_PADDLE_AFTER_EMPTY
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.028,OK,,service_line,service_line_1,azure_gpt4o_crop,residual_model,1,SUCCESS,GPT4O_EXPANDED_CHARGE_SHAPED,200.00,HITL,ESCALATE,600.00,LINE_SUM_UNCORROBORATED,3,EMPTY_FINANCE_GPT4O:GPT4O_EXPANDED_CHARGE_SHAPED|POLICY_SATISFIED|EMPTY_FINANCE_GPT4O_SWEEP
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.028,OK,,service_line,service_line_1,paddleocr,confirmation,2,EMPTY_OBSERVED,OBSERVED,,HITL,ESCALATE,600.00,LINE_SUM_UNCORROBORATED,3,EMPTY_FINANCE_GPT4O:GPT4O_EXPANDED_CHARGE_SHAPED|POLICY_SATISFIED|EMPTY_FINANCE_GPT4O_SWEEP
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.028,OK,,service_line,service_line_1,rapidocr,fallback,3,EMPTY_OBSERVED,OBSERVED,,HITL,ESCALATE,600.00,LINE_SUM_UNCORROBORATED,3,EMPTY_FINANCE_GPT4O:GPT4O_EXPANDED_CHARGE_SHAPED|POLICY_SATISFIED|EMPTY_FINANCE_GPT4O_SWEEP
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.028,OK,,service_line,service_line_1,paddleocr,fallback,4,EMPTY_OBSERVED,OBSERVED,,HITL,ESCALATE,600.00,LINE_SUM_UNCORROBORATED,3,EMPTY_FINANCE_GPT4O:GPT4O_EXPANDED_CHARGE_SHAPED|POLICY_SATISFIED|EMPTY_FINANCE_GPT4O_SWEEP
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.028,OK,,service_line,service_line_1,tesseract_digits,fill_fallback,5,ATTEMPTED,PSM_8,,HITL,ESCALATE,600.00,LINE_SUM_UNCORROBORATED,3,EMPTY_FINANCE_GPT4O:GPT4O_EXPANDED_CHARGE_SHAPED|POLICY_SATISFIED|EMPTY_FINANCE_GPT4O_SWEEP
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.028,OK,,service_line,service_line_2,azure_gpt4o_crop,residual_model,1,SUCCESS,GPT4O_EXPANDED_CHARGE_SHAPED,200.00,HITL,ESCALATE,600.00,LINE_SUM_UNCORROBORATED,3,EMPTY_FINANCE_GPT4O:GPT4O_EXPANDED_CHARGE_SHAPED|POLICY_SATISFIED|EMPTY_FINANCE_GPT4O_SWEEP
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.028,OK,,service_line,service_line_2,paddleocr,confirmation,2,EMPTY_OBSERVED,OBSERVED,,HITL,ESCALATE,600.00,LINE_SUM_UNCORROBORATED,3,EMPTY_FINANCE_GPT4O:GPT4O_EXPANDED_CHARGE_SHAPED|POLICY_SATISFIED|EMPTY_FINANCE_GPT4O_SWEEP
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.028,OK,,service_line,service_line_2,rapidocr,fallback,3,EMPTY_OBSERVED,OBSERVED,,HITL,ESCALATE,600.00,LINE_SUM_UNCORROBORATED,3,EMPTY_FINANCE_GPT4O:GPT4O_EXPANDED_CHARGE_SHAPED|POLICY_SATISFIED|EMPTY_FINANCE_GPT4O_SWEEP
hackathon_empty_finance_gpt_smoke,Group A/M048DJJM.028,OK,,service_line,service_line_2,paddleocr,fallback,4,EMPTY_OBSERVED,OBSERVED,,HITL,ESCALATE,600.00,LINE_SUM_UNCORROBORATED,3,EMPTY_FINANCE_GPT4O:GPT4O_EXPANDED_CHARGE_SHAPED|POLICY_SATISFIED|EMPTY_FINANCE_GPT4O_SWEEP
